id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB64906,Social Theory and Practice: An International and Interdisciplinary Journal of Social Philosophy,"via PAO, 1 (1970) - 21 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1970-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1970 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067027-8,572z,2154-123X,1 (1970) - 21 (1995),"Charlottesville, Virginia; Tallahassee, Fla.",via PAO,,,,0.16.0,AK,1 (1970) - 21 (1995),Social Theory and Practice: An International and Interdisciplinary Journal of Social Philosophy,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067027&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821036
EZB64913,Studies in Philology,"via PAO, 1 (1906) - 92 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1906-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1906 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067064-3,572z,1543-0383,1 (1906) - 92 (1995),"Chapel Hill, NC [u.a.]",via PAO,,,,0.16.0,AK,1 (1906) - 92 (1995),Studies in Philology,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067064&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818398
EZB64914,Studies in Romanticism,"via PAO, 1 (1961) - 34 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1961-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1961 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067065-5,572z,2330-118X,1 (1961) - 34 (1995),"Baltimore, Maryland; Boston, Mass.",via PAO,AK00004713,Studies in romanticism : SiR,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1961) - 34 (1995),Studies in Romanticism,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067065&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821002
EZB64915,Studies in Short Fiction,"via PAO, 1 (1963) - 32 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1963-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1963 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067066-7,572z,,1 (1963) - 32 (1995),"Newberry, SC",via PAO,,,,0.16.0,AK,1 (1963) - 32 (1995),Studies in Short Fiction,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067066&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1820858
EZB64918,Symposium: A Quarterly Journal in Modern Literatures,"via PAO, 1 (1946) - 49 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1946-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1946 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067077-1,572z,1931-0676,1 (1946) - 49 (1995),"London [u.a.]; Washington, DC [u.a.]",via PAO,AK00004717,Symposium : a quarterly journal in modern literatures,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1946) - 49 (1995),Symposium: A Quarterly Journal in Modern Literatures,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067077&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821476
EZB64919,"Synthese: An International Journal for Epistemology, Methodology and Philosophy of Science","via PAO, 1 (1936) - 105 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1936-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1936 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2012638-4,572z,1573-0964,1 (1936) - 105 (1995),Dordrecht [u.a.]; Dordrecht,via PAO,,,,0.16.0,AK,1 (1936) - 105 (1995),"Synthese: An International Journal for Epistemology, Methodology and Philosophy of Science",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2012638&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818303
EZB64923,Texas Studies in Literature and Language: TSLL (formerly: Studies in English / Texas Studies in English),"via PAO, 1 (1911) - 37 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1911-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1911 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2051594-7,572z,1534-7303,1 (1911) - 37 (1995),"Austin, Tex.",via PAO,,,,0.16.0,AK,1 (1911) - 37 (1995),Texas Studies in Literature and Language: TSLL (formerly: Studies in English / Texas Studies in English),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2051594&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821079
EZB64935,Vivarium: An International Journal for the Philosophy and Intellectual Life of the Middle Ages and Renaissance,"via PAO, 1 (1963) - 33 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1963-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1963 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2036954-2,572z,1568-5349,1 (1963) - 33 (1995),Leiden [u.a.],via PAO,,,,0.16.0,AK,1 (1963) - 33 (1995),Vivarium: An International Journal for the Philosophy and Intellectual Life of the Middle Ages and Renaissance,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2036954&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817643
EZB64936,World Literature Today (formerly: Books Abroad),"via PAO, 1 (1927) - 69 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1927-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1927 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067813-7,572z,1945-8134,1 (1927) - 69 (1995),"Norman, Okla.; [Erscheinungsort nicht ermittelbar]",via PAO,AK00003972,World literature today : a literary quarterly of the University of Oklahoma,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1927) - 69 (1995),World Literature Today (formerly: Books Abroad),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067813&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816473
EZB64939,"Year's Work in Modern Language Studies, The","via PAO, 1 (1930) - 56 (1994)",Volltext (Elektronische Zeitschriftenbibliothek),1930-01-01T00:00:00Z␟1994-01-01T00:00:00Z,[1930 TO 1994],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2217475-8,572z,2222-4297,1 (1930) - 56 (1994),Leiden; Boston; Oxford [u.a.]; London; Leeds,via PAO,AK00036897,The year's work in modern language studies : ywmls : [Bibliographie],Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1930) - 56 (1994),"Year's Work in Modern Language Studies, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2217475&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817653
EZB64941,Zeitschrift für Dialektologie und Linguistik : ZDL,"via PAO, 1 (1924) - 62 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1924-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1924 TO 1995],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2217473-4,572z,2366-2395,1 (1924) - 62 (1995),Stuttgart; Wiesbaden,via PAO,AK00029873,Zeitschrift für Dialektologie und Linguistik : ZDL,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1924) - 62 (1995),Zeitschrift für Dialektologie und Linguistik : ZDL,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2217473&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817598
EZB64942,Zeitschrift für Germanistische Linguistik,"via PAO, 1 (1973) - 23 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1973-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1973 TO 1995],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2045557-4,572z,1613-0626,1 (1973) - 23 (1995),Berlin [u.a.]; [Erscheinungsort nicht ermittelbar],via PAO,AK00003401,Zeitschrift für germanistische Linguistik : ZGL ; deutsche Sprache in Gegenwart und Geschichte,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1973) - 23 (1995),Zeitschrift für Germanistische Linguistik,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2045557&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818012
EZB64943,Zeitschrift für Literaturwissenschaft und Linguistik : LiLi,"via PAO, 1 (1971), 1 - 25 (1995), 100",Volltext (Elektronische Zeitschriftenbibliothek),1971-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1971 TO 1995],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2216240-9,572z,2365-953X,"1 (1971), 1 - 25 (1995), 100","Cham, Switzerland; Frankfurt, M.; Göttingen; Stuttgart; Weimar",via PAO,AK00003557␟AK01599903,Zeitschrift für Literaturwissenschaft und Linguistik : LiLi ; eine Zeitschrift der Universität Siegen␟Zeitschrift für Literaturwissenschaft und Linguistik : LiLi ; eine Zeitschrift der Universität Siegen,Erscheint auch als Druck-Ausgabe␟Erscheint auch als Druck-Ausgabe,0.16.0,AK,"1 (1971), 1 - 25 (1995), 100",Zeitschrift für Literaturwissenschaft und Linguistik : LiLi,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2216240&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818088
EZB64944,Zeitschrift für Philosophische Forschung : ZphF,"Klostermann via PAO, 1 (1946) - 49 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1946-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1946 TO 1995],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2214822-X,572z,1439-2615,1 (1946) - 49 (1995),"Frankfurt, M.; Reutlingen; Wurzbach, Württ.; Meisenheim, Glan",Klostermann via PAO,AK00004690,Zeitschrift für philosophische Forschung,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1946) - 49 (1995),Zeitschrift für Philosophische Forschung : ZphF,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2214822&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817901
EZB64945,Zeitschrift für Religions- und Geistesgeschichte (ZRGG),"via PAO, 1 (1948) - 47 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1948-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1948 TO 1995],True,Deutsch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2085921-1,572z,1570-0739,1 (1948) - 47 (1995),Leiden [u.a.]; Marburg; Erlangen,via PAO,AK00004560,Zeitschrift für Religions- und Geistesgeschichte : ZRGG = Journal of religious and intellectual history,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1948) - 47 (1995),Zeitschrift für Religions- und Geistesgeschichte (ZRGG),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2085921&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817592
EZB64958,Epistemologia: Rivista Italiana di Filosofia della Scienza,"Tilgher, 17 (1994) - 33 (2010), 1",Volltext (Elektronische Zeitschriftenbibliothek),1994-01-01T00:00:00Z␟2010-01-01T00:00:00Z,[1994 TO 2010],True,Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2224834-1,572z,1825-652X,"17 (1994) - 33 (2010), 1",Milano; Genova,Tilgher,,,,0.16.0,AK,"17 (1994) - 33 (2010), 1",Epistemologia: Rivista Italiana di Filosofia della Scienza,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2224834&bibid=DLA␟https://digital.casalini.it/1825652X
EZB64959,Giornale di Metafisica,"Tilgher, 16 (1994) - 32 (2010), 1",Volltext (Elektronische Zeitschriftenbibliothek),1994-01-01T00:00:00Z␟2010-01-01T00:00:00Z,[1994 TO 2010],True,Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2224842-0,572z,1825-6570,"16 (1994) - 32 (2010), 1",Milano; Genova,Tilgher,,,,0.16.0,AK,"16 (1994) - 32 (2010), 1",Giornale di Metafisica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2224842&bibid=DLA␟https://digital.casalini.it/18256570
EZB64970,"Aevum : Rassegna di Scienze Storiche, Linguistiche e Filologiche (2003-)","Vita e Pensiero ; Torrossa, 2003 - 2007",Volltext (Elektronische Zeitschriftenbibliothek),2003-01-01T00:00:00Z␟2007-01-01T00:00:00Z,[2003 TO 2007],True,Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2097587-9,572z,1827-787X,2003 - 2007,Milano,Vita e Pensiero ; Torrossa,,,,0.16.0,AK,2003 - 2007,"Aevum : Rassegna di Scienze Storiche, Linguistiche e Filologiche (2003-)",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2097587&bibid=DLA␟https://digital.casalini.it/1827787X
EZB64972,"Analisi Linguistica e Letteraria, L' (2002-2005)","Vita e Pensiero, 10 (2002) - 13 (2005)",Volltext (Elektronische Zeitschriftenbibliothek),2002-01-01T00:00:00Z␟2005-01-01T00:00:00Z,[2002 TO 2005],True,Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2224877-8,572z,1827-7985,10 (2002) - 13 (2005),Milano,Vita e Pensiero,,,,0.16.0,AK,10 (2002) - 13 (2005),"Analisi Linguistica e Letteraria, L' (2002-2005)",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2224877&bibid=DLA␟https://digital.casalini.it/18277985
EZB64977,Rivista di Filosofia Neo-Scolastica,"Vita e Pensiero, 2003 - 2006",Volltext (Elektronische Zeitschriftenbibliothek),2003-01-01T00:00:00Z␟2006-01-01T00:00:00Z,[2003 TO 2006],True,Italienisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2224897-3,572z,1827-7926,2003 - 2006,Milano,Vita e Pensiero,,,,0.16.0,AK,2003 - 2006,Rivista di Filosofia Neo-Scolastica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2224897&bibid=DLA␟https://digital.casalini.it/18277926
EZB6498,"Res Publica : a journal of moral, legal and political philosophy","Springer (formerly: Kluwer), 1 (1995) - 8 (2002)",Volltext (Elektronische Zeitschriftenbibliothek),1995-01-01T00:00:00Z␟2002-01-01T00:00:00Z,[1995 TO 2002],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2004359-4,572z,1572-8692,1 (1995) - 8 (2002),"Getzville, NY; Dordrecht [u.a.]",Springer (formerly: Kluwer),,,,0.16.0,AK,1 (1995) - 8 (2002),"Res Publica : a journal of moral, legal and political philosophy",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2004359&bibid=DLA␟https://link.springer.com/journal/11158
EZB65177,Proceedings of the Aristotelian Society,"Oxford University Press ; formerly Wiley-Blackwell, 1 (1888) - 117 (2017)",Volltext (Elektronische Zeitschriftenbibliothek),1888-01-01T00:00:00Z␟2017-01-01T00:00:00Z,[1888 TO 2017],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2002009-0,572z,1467-9264,1 (1888) - 117 (2017),Oxford; Oxford [u.a.],Oxford University Press ; formerly Wiley-Blackwell,,,,0.16.0,AK,1 (1888) - 117 (2017),Proceedings of the Aristotelian Society,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2002009&bibid=DLA␟https://academic.oup.com/aristotelian/issue
EZB6543,Time & <and> Society,"Sage Publications, 1 (1992) -",Volltext (Elektronische Zeitschriftenbibliothek),1992-01-01T00:00:00Z,1992,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2001687-6,572z,1461-7463,1 (1992) -,London [u.a.],Sage Publications,,,,0.16.0,AK,1 (1992) -,Time & <and> Society,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2001687&bibid=DLA␟https://journals.sagepub.com/home/tas
EZB65465,Publications of the English Goethe Society (PEGS),"Routledge, Taylor & FrancisGroup; Maney Publishing, 1 (1886), 1 -",Volltext (Elektronische Zeitschriftenbibliothek),1886-01-01T00:00:00Z,1886,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2228479-5,572z,1749-6284,"1 (1886), 1 -",[Abingdon]; London; Leeds,"Routledge, Taylor & FrancisGroup; Maney Publishing",AK00003741,Publications of the English Goethe Society : PEGS,Erscheint auch als Druck-Ausgabe,0.16.0,AK,"1 (1886), 1 -",Publications of the English Goethe Society (PEGS),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2228479&bibid=DLA␟https://www.tandfonline.com/loi/ypeg20
EZB65546,Jahrbuch der Goethe-Gesellschaft,"Goethe-Gesellschaft ; DigiZeitschriften, 35 (1914) - 55 (1935)",Volltext (Elektronische Zeitschriftenbibliothek),1914-01-01T00:00:00Z␟1935-01-01T00:00:00Z,[1914 TO 1935],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2211636-9,572z,,35 (1914) - 55 (1935),Weimar,Goethe-Gesellschaft ; DigiZeitschriften,AK00022941,Jahrbuch der Goethe-Gesellschaft,Erscheint auch als Druck-Ausgabe,0.16.0,AK,35 (1914) - 55 (1935),Jahrbuch der Goethe-Gesellschaft,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2211636&bibid=DLA␟https://resolver.sub.uni-goettingen.de/purl?PPN503542318
EZB65548,Goethe,"Böhlau ; Digizeitschriften, 56 (1936) - 88 (1971)",Volltext (Elektronische Zeitschriftenbibliothek),1936-01-01T00:00:00Z␟1971-01-01T00:00:00Z,[1936 TO 1971],True,Deutsch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2211639-4,572z,,56 (1936) - 88 (1971),Weimar,Böhlau ; Digizeitschriften,AK00003037,Goethe : neue Folge d. Jahrbuchs d. Goethe-Gesellschaft,Erscheint auch als Druck-Ausgabe,0.16.0,AK,56 (1936) - 88 (1971),Goethe,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2211639&bibid=DLA␟https://resolver.sub.uni-goettingen.de/purl?PPN503543292
EZB65557,LIBRI: International Journal of Libraries and Information Studies (1950 - 2023),"Saur ; de Gruyter, 1 (1950) - 73 (2023)",Volltext (Elektronische Zeitschriftenbibliothek),1950-01-01T00:00:00Z␟2023-01-01T00:00:00Z,[1950 TO 2023],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066691-3,572z,1865-8423,1 (1950) - 73 (2023),Berlin; Copenhagen; München,Saur ; de Gruyter,,,,0.16.0,AK,1 (1950) - 73 (2023),LIBRI: International Journal of Libraries and Information Studies (1950 - 2023),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066691&bibid=DLA␟https://www.degruyterbrill.com/journal/key/LIBR/html
EZB6563,Library & Information Science Research,"Elsevier, 16 (1994) - 24 (2002)",Volltext (Elektronische Zeitschriftenbibliothek),1994-01-01T00:00:00Z␟2002-01-01T00:00:00Z,[1994 TO 2002],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2002016-8,572z,1873-1848,16 (1994) - 24 (2002),Oxford,Elsevier,,,,0.16.0,AK,16 (1994) - 24 (2002),Library & Information Science Research,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2002016&bibid=DLA␟https://www.sciencedirect.com/science/journal/07408188
EZB6564,Linguistics and Education,"JAI Press, Elsevier, 1 (1988) - 13 (2002)",Volltext (Elektronische Zeitschriftenbibliothek),1988-01-01T00:00:00Z␟2002-01-01T00:00:00Z,[1988 TO 2002],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2004402-1,572z,1873-1864,1 (1988) - 13 (2002),Amsterdam [u.a.],"JAI Press, Elsevier",,,,0.16.0,AK,1 (1988) - 13 (2002),Linguistics and Education,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2004402&bibid=DLA␟https://www.sciencedirect.com/science/journal/08985898
EZB65695,Journal of Literacy Research,"Sage Publications, 31 (1999) -",Volltext (Elektronische Zeitschriftenbibliothek),1999-01-01T00:00:00Z,1999,True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2233034-3,572z,1554-8430,31 (1999) -,"Thousand Oaks, Calif.; Chicago, Ill.; Mahwah, NJ; New York, NY",Sage Publications,,,,0.16.0,AK,31 (1999) -,Journal of Literacy Research,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2233034&bibid=DLA␟https://journals.sagepub.com/home/jlr
EZB6583,Serials Review,"Routledge, Taylor & Francis ; formerly JAI Press; Elsevier, 1 (1975) - 28 (2002)",Volltext (Elektronische Zeitschriftenbibliothek),1975-01-01T00:00:00Z␟2002-01-01T00:00:00Z,[1975 TO 2002],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2004407-0,572z,1879-095X,1 (1975) - 28 (2002),Abingdon [u.a.]; Amsterdam [u.a.],"Routledge, Taylor & Francis ; formerly JAI Press; Elsevier",,,,0.16.0,AK,1 (1975) - 28 (2002),Serials Review,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2004407&bibid=DLA␟https://www.sciencedirect.com/science/journal/00987913
